"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-28 05:00","2023","02","28","05:00","1.6","","1.3","","98","","0.0","","6","","26","","4.8","","98.60","","","","","","Rain,Fog"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-28 06:00","2023","02","28","06:00","1.7","","1.4","","98","","0.2","","4","","21","","6.4","","98.66","","","","","","Rain,Fog"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-28 07:00","2023","02","28","07:00","1.5","","1.1","","97","","0.0","","32","","18","","8.1","","98.78","","","","","","Fog"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-28 08:00","2023","02","28","08:00","0.9","","0.0","","94","","0.0","","31","","26","","8.1","","98.96","","","","","","Rain,Fog"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-28 09:00","2023","02","28","09:00","0.8","","-0.5","","91","","0.0","","30","","18","","16.1","","99.15","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-28 10:00","2023","02","28","10:00","1.6","","-2.7","","73","","0.0","","28","","37","","16.1","","99.27","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-28 11:00","2023","02","28","11:00","2.1","","-3.3","","67","","0.0","","29","","30","","16.1","","99.49","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-28 12:00","2023","02","28","12:00","2.1","","-3.2","","68","","0.0","","28","","34","","16.1","","99.64","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-28 13:00","2023","02","28","13:00","2.1","","-3.0","","69","","0.0","","29","","35","","16.1","","99.76","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-28 14:00","2023","02","28","14:00","1.8","","-2.3","","74","","0.0","","27","","34","","16.1","","99.84","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-28 15:00","2023","02","28","15:00","1.7","","-2.5","","74","","0.0","","26","","26","","16.1","","99.97","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-28 16:00","2023","02","28","16:00","2.2","","-2.7","","70","","0.0","","27","","32","","16.1","","100.17","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-28 17:00","2023","02","28","17:00","2.5","","-3.7","","64","","0.0","","29","","32","","16.1","","100.31","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-28 18:00","2023","02","28","18:00","2.2","","-4.2","","63","","0.0","","28","","28","","16.1","","100.45","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-28 19:00","2023","02","28","19:00","2.3","","-3.8","","64","","0.0","","28","","24","","16.1","","100.57","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-28 20:00","2023","02","28","20:00","1.7","","-3.8","","67","","0.0","","27","","18","","16.1","","100.63","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-28 21:00","2023","02","28","21:00","1.4","","-2.7","","74","","0.0","","26","","15","","16.1","","100.67","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-28 22:00","2023","02","28","22:00","1.1","","-2.6","","77","","0.0","","25","","15","","16.1","","100.70","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-28 23:00","2023","02","28","23:00","1.0","","-1.9","","81","","0.0","","29","","13","","16.1","","100.75","","","","","","NA"
