,Longitude (x),Latitude (y),Station Name,Climate ID,Date/Time (LST),Year,Month,Day,Time (LST),Temp (°C),Temp Flag,Dew Point Temp (°C),Dew Point Temp Flag,Rel Hum (%),Rel Hum Flag,Precip. Amount (mm),Precip. Amount Flag,Wind Dir (10s deg),Wind Dir Flag,Wind Spd (km/h),Wind Spd Flag,Visibility (km),Visibility Flag,Stn Press (kPa),Stn Press Flag,Hmdx,Hmdx Flag,Wind Chill,Wind Chill Flag,Weather
356,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-15 20:00,2023,2,15,20:00,8.6,,2.0,,63,,0.0,,30.0,,32.0,,16.1,,99.96,,,,,,
357,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-15 21:00,2023,2,15,21:00,8.1,,1.6,,64,,0.0,,30.0,,28.0,,16.1,,100.12,,,,,,
358,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-15 22:00,2023,2,15,22:00,7.6,,1.7,,66,,0.0,,28.0,,34.0,,16.1,,100.22,,,,,,
359,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-15 23:00,2023,2,15,23:00,7.2,,1.3,,66,,0.0,,30.0,,43.0,,16.1,,100.34,,,,,,
360,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-16 00:00,2023,2,16,00:00,6.2,,0.7,,68,,0.0,,29.0,,30.0,,16.1,,100.43,,,,,,
361,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-16 01:00,2023,2,16,01:00,6.2,,0.3,,66,,0.0,,27.0,,15.0,,16.1,,100.51,,,,,,
362,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-16 02:00,2023,2,16,02:00,5.5,,0.7,,71,,0.0,,27.0,,28.0,,16.1,,100.58,,,,,,
363,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-16 03:00,2023,2,16,03:00,5.5,,0.5,,70,,0.0,,29.0,,18.0,,16.1,,100.67,,,,,,
364,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-16 04:00,2023,2,16,04:00,5.7,,0.3,,68,,0.0,,30.0,,22.0,,16.1,,100.68,,,,,,
365,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-16 05:00,2023,2,16,05:00,5.4,,-0.2,,67,,0.0,,31.0,,26.0,,16.1,,100.71,,,,,,
366,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-16 06:00,2023,2,16,06:00,4.4,,-0.7,,70,,0.0,,30.0,,22.0,,16.1,,100.75,,,,,,
367,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-16 07:00,2023,2,16,07:00,4.0,,-1.8,,66,,0.0,,31.0,,22.0,,16.1,,100.83,,,,,,
368,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-16 08:00,2023,2,16,08:00,3.5,,-1.9,,68,,0.0,,32.0,,32.0,,16.1,,100.82,,,,,,
369,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-16 09:00,2023,2,16,09:00,3.3,,-2.5,,66,,0.0,,32.0,,21.0,,16.1,,100.84,,,,,,
370,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-16 10:00,2023,2,16,10:00,2.7,,-2.3,,70,,0.0,,33.0,,15.0,,16.1,,100.89,,,,,,
371,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-16 11:00,2023,2,16,11:00,2.4,,-2.6,,70,,0.0,,36.0,,9.0,,16.1,,100.97,,,,,,
372,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-16 12:00,2023,2,16,12:00,2.5,,-2.5,,69,,0.0,,,M,11.0,,16.1,,100.88,,,,,,
373,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-16 13:00,2023,2,16,13:00,2.8,,-2.6,,68,,0.0,,3.0,,15.0,,16.1,,100.68,,,,,,
374,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-16 14:00,2023,2,16,14:00,2.8,,-2.6,,68,,0.0,,8.0,,8.0,,16.1,,100.61,,,,,,
375,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-16 15:00,2023,2,16,15:00,2.7,,-2.6,,68,,0.0,,35.0,,13.0,,16.1,,100.48,,,,,,
376,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-16 16:00,2023,2,16,16:00,2.2,,-2.5,,71,,0.0,,3.0,,17.0,,16.1,,100.44,,,,,,
377,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-16 17:00,2023,2,16,17:00,1.0,,-2.8,,76,,0.0,,4.0,,22.0,,16.1,,100.35,,,,,,
378,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-16 18:00,2023,2,16,18:00,0.5,,-2.3,,82,,0.0,,5.0,,22.0,,16.1,,100.33,,,,,,Rain
379,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-16 19:00,2023,2,16,19:00,0.2,,-1.6,,88,,0.2,,4.0,,22.0,,8.1,,100.3,,,,,,"Freezing Rain,Fog"
380,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-16 20:00,2023,2,16,20:00,0.2,,-1.1,,91,,0.5,,3.0,,21.0,,6.4,,100.2,,,,,,"Freezing Rain,Fog"
381,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-16 21:00,2023,2,16,21:00,0.1,,-0.8,,94,,0.2,,5.0,,37.0,,12.9,,99.86,,,,,,"Thunderstorms,Freezing Rain"
382,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-16 22:00,2023,2,16,22:00,0.5,,-0.5,,93,,0.5,,3.0,,21.0,,2.8,,99.87,,,,,,"Rain,Fog"
383,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-16 23:00,2023,2,16,23:00,0.9,,-0.4,,91,,0.2,,36.0,,17.0,,6.4,,99.76,,,,,,"Rain,Fog"
384,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-17 00:00,2023,2,17,00:00,1.1,,-0.4,,90,,1.5,,4.0,,30.0,,11.3,,99.57,,,,,,Rain
385,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-17 01:00,2023,2,17,01:00,0.9,,-0.6,,90,,0.5,,3.0,,22.0,,9.7,,99.41,,,,,,"Rain,Fog"
386,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-17 02:00,2023,2,17,02:00,0.8,,-0.8,,89,,2.2,,1.0,,17.0,,8.1,,99.43,,,,,,"Rain,Fog"
387,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-17 03:00,2023,2,17,03:00,0.0,,-1.9,,87,,1.2,,35.0,,21.0,,16.1,,99.39,,,,-5.0,,Freezing Rain
388,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-17 04:00,2023,2,17,04:00,-0.5,,-2.6,,86,,0.5,,35.0,,15.0,,16.1,,99.47,,,,-5.0,,
389,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-17 05:00,2023,2,17,05:00,-1.4,,-3.3,,87,,0.0,,32.0,,26.0,,9.7,,99.61,,,,-8.0,,Snow
390,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-17 06:00,2023,2,17,06:00,-2.6,,-4.6,,86,,0.0,,33.0,,22.0,,6.4,,99.78,,,,-9.0,,Snow
391,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-17 07:00,2023,2,17,07:00,-3.8,,-7.1,,78,,0.0,,33.0,,35.0,,16.1,,99.92,,,,-12.0,,
392,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-17 08:00,2023,2,17,08:00,-5.4,,-8.5,,79,,0.0,,32.0,,45.0,,16.1,,100.07,,,,-15.0,,Snow
393,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-17 09:00,2023,2,17,09:00,-5.4,,-9.2,,75,,0.0,,33.0,,32.0,,16.1,,100.21,,,,-14.0,,
394,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-17 10:00,2023,2,17,10:00,-5.3,,-9.4,,73,,0.0,,32.0,,32.0,,16.1,,100.35,,,,-14.0,,
395,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-17 11:00,2023,2,17,11:00,-6.0,,-10.0,,74,,0.0,,32.0,,35.0,,16.1,,100.44,,,,-15.0,,
396,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-17 12:00,2023,2,17,12:00,-5.2,,-9.9,,70,,0.0,,32.0,,32.0,,16.1,,100.52,,,,-13.0,,
397,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-17 13:00,2023,2,17,13:00,-4.4,,-9.5,,68,,0.0,,34.0,,24.0,,16.1,,100.57,,,,-11.0,,
398,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-17 14:00,2023,2,17,14:00,-5.2,,-10.8,,65,,0.0,,32.0,,37.0,,16.1,,100.64,,,,-14.0,,Snow
399,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-17 15:00,2023,2,17,15:00,-4.2,,-10.1,,64,,0.0,,31.0,,34.0,,16.1,,100.76,,,,-12.0,,
400,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-17 16:00,2023,2,17,16:00,-4.3,,-10.5,,62,,0.0,,32.0,,35.0,,16.1,,100.85,,,,-13.0,,
401,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-17 17:00,2023,2,17,17:00,-4.7,,-11.8,,58,,0.0,,32.0,,24.0,,16.1,,100.98,,,,-12.0,,
402,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-17 18:00,2023,2,17,18:00,-5.6,,-10.6,,68,,0.0,,31.0,,28.0,,16.1,,101.12,,,,-14.0,,Snow
403,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-17 19:00,2023,2,17,19:00,-6.5,,-12.7,,62,,0.0,,32.0,,26.0,,16.1,,101.24,,,,-14.0,,
404,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-17 20:00,2023,2,17,20:00,-7.0,,-13.3,,61,,0.0,,31.0,,28.0,,16.1,,101.31,,,,-15.0,,Snow
405,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-17 21:00,2023,2,17,21:00,-7.4,,-12.5,,67,,0.0,,30.0,,24.0,,16.1,,101.38,,,,-15.0,,
406,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-17 22:00,2023,2,17,22:00,-8.0,,-13.7,,64,,0.0,,30.0,,26.0,,16.1,,101.45,,,,-16.0,,
407,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-17 23:00,2023,2,17,23:00,-7.7,,-12.6,,68,,0.0,,28.0,,26.0,,16.1,,101.49,,,,-16.0,,
408,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-18 00:00,2023,2,18,00:00,-7.5,,-12.3,,69,,0.0,,27.0,,18.0,,16.1,,101.49,,,,-14.0,,
409,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-18 01:00,2023,2,18,01:00,-6.4,,-11.3,,69,,0.0,,26.0,,22.0,,16.1,,101.53,,,,-14.0,,Snow
410,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-18 02:00,2023,2,18,02:00,-5.8,,-10.6,,69,,0.0,,25.0,,18.0,,16.1,,101.5,,,,-12.0,,
411,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-18 03:00,2023,2,18,03:00,-5.7,,-10.1,,71,,0.0,,24.0,,24.0,,16.1,,101.48,,,,-13.0,,
412,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-18 04:00,2023,2,18,04:00,-5.4,,-9.9,,71,,0.0,,24.0,,28.0,,16.1,,101.43,,,,-13.0,,
413,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-18 05:00,2023,2,18,05:00,-5.0,,-9.1,,73,,0.0,,24.0,,28.0,,16.1,,101.39,,,,-13.0,,
414,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-18 06:00,2023,2,18,06:00,-4.6,,-8.7,,73,,0.0,,27.0,,24.0,,16.1,,101.39,,,,-12.0,,
415,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-18 07:00,2023,2,18,07:00,-4.0,,-8.2,,73,,0.0,,24.0,,37.0,,16.1,,101.31,,,,-12.0,,
416,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-18 08:00,2023,2,18,08:00,-2.9,,-7.3,,72,,0.0,,24.0,,32.0,,16.1,,101.33,,,,-10.0,,
417,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-18 09:00,2023,2,18,09:00,-1.4,,-6.2,,70,,0.0,,24.0,,35.0,,16.1,,101.34,,,,-9.0,,
418,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-18 10:00,2023,2,18,10:00,0.3,,-5.7,,64,,0.0,,24.0,,30.0,,16.1,,101.32,,,,,,
419,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-18 11:00,2023,2,18,11:00,1.4,,-4.5,,65,,0.0,,25.0,,26.0,,16.1,,101.31,,,,,,
420,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-18 12:00,2023,2,18,12:00,1.6,,-4.7,,63,,0.0,,25.0,,30.0,,16.1,,101.28,,,,,,
421,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-18 13:00,2023,2,18,13:00,2.0,,-4.1,,64,,0.0,,26.0,,26.0,,16.1,,101.22,,,,,,
422,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-18 14:00,2023,2,18,14:00,2.3,,-4.0,,63,,0.0,,26.0,,32.0,,16.1,,101.18,,,,,,
423,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-18 15:00,2023,2,18,15:00,2.7,,-3.9,,62,,0.0,,27.0,,34.0,,16.1,,101.19,,,,,,
424,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-18 16:00,2023,2,18,16:00,3.2,,-3.4,,62,,0.0,,28.0,,24.0,,16.1,,101.22,,,,,,
425,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-18 17:00,2023,2,18,17:00,2.6,,-2.7,,68,,0.0,,25.0,,18.0,,16.1,,101.3,,,,,,
426,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-18 18:00,2023,2,18,18:00,1.6,,-1.7,,79,,0.0,,30.0,,15.0,,16.1,,101.37,,,,,,
427,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-18 19:00,2023,2,18,19:00,2.3,,-2.2,,72,,0.0,,31.0,,15.0,,16.1,,101.44,,,,,,
428,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-18 20:00,2023,2,18,20:00,1.9,,-2.3,,74,,0.0,,31.0,,15.0,,16.1,,101.47,,,,,,
429,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-18 21:00,2023,2,18,21:00,1.0,,-2.2,,80,,0.0,,29.0,,11.0,,16.1,,101.49,,,,,,
430,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-18 22:00,2023,2,18,22:00,-0.3,,-2.6,,85,,0.0,,32.0,,8.0,,16.1,,101.46,,,,-3.0,,
431,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-18 23:00,2023,2,18,23:00,-1.2,,-3.1,,87,,0.0,,9.0,,5.0,,16.1,,101.43,,,,-3.0,,
432,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-19 00:00,2023,2,19,00:00,0.3,,-2.1,,84,,0.0,,7.0,,11.0,,16.1,,101.38,,,,,,
433,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-19 01:00,2023,2,19,01:00,1.4,,-1.3,,83,,0.0,,28.0,,11.0,,16.1,,101.37,,,,,,
434,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-19 02:00,2023,2,19,02:00,1.8,,-0.2,,87,,0.0,,31.0,,11.0,,16.1,,101.37,,,,,,
435,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-19 03:00,2023,2,19,03:00,1.9,,-1.4,,79,,0.0,,30.0,,9.0,,16.1,,101.28,,,,,,
436,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-19 04:00,2023,2,19,04:00,2.0,,-0.6,,83,,0.0,,27.0,,9.0,,16.1,,101.23,,,,,,
437,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-19 05:00,2023,2,19,05:00,2.3,,-0.9,,80,,0.0,,21.0,,13.0,,16.1,,101.13,,,,,,
438,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-19 06:00,2023,2,19,06:00,2.4,,-0.9,,79,,0.0,,21.0,,17.0,,16.1,,101.09,,,,,,
439,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-19 07:00,2023,2,19,07:00,2.8,,-1.0,,76,,0.0,,19.0,,15.0,,16.1,,100.99,,,,,,
440,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-19 08:00,2023,2,19,08:00,2.9,,-1.0,,76,,0.0,,19.0,,21.0,,16.1,,100.94,,,,,,
441,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-19 09:00,2023,2,19,09:00,3.3,,-1.5,,71,,0.0,,17.0,,13.0,,16.1,,100.76,,,,,,
442,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-19 10:00,2023,2,19,10:00,3.9,,-1.9,,66,,0.0,,15.0,,13.0,,16.1,,100.63,,,,,,
443,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-19 11:00,2023,2,19,11:00,4.9,,-1.9,,62,,0.0,,17.0,,15.0,,16.1,,100.49,,,,,,
444,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-19 12:00,2023,2,19,12:00,5.4,,-1.7,,60,,0.0,,17.0,,13.0,,16.1,,100.33,,,,,,
445,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-19 13:00,2023,2,19,13:00,6.2,,0.0,,65,,0.0,,20.0,,17.0,,16.1,,100.15,,,,,,
446,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-19 14:00,2023,2,19,14:00,6.4,,0.0,,64,,0.0,,20.0,,24.0,,16.1,,99.98,,,,,,
447,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-19 15:00,2023,2,19,15:00,7.4,,0.2,,60,,0.0,,20.0,,32.0,,16.1,,99.9,,,,,,
448,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-19 16:00,2023,2,19,16:00,6.5,,-0.6,,61,,0.0,,22.0,,28.0,,16.1,,99.85,,,,,,
449,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-19 17:00,2023,2,19,17:00,6.1,,-0.2,,64,,0.0,,23.0,,22.0,,16.1,,99.85,,,,,,
450,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-19 18:00,2023,2,19,18:00,6.2,,-0.3,,63,,0.0,,24.0,,21.0,,16.1,,99.85,,,,,,
451,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-19 19:00,2023,2,19,19:00,6.2,,-0.6,,62,,0.0,,25.0,,21.0,,16.1,,99.88,,,,,,
452,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-19 20:00,2023,2,19,20:00,5.9,,-0.8,,62,,0.0,,27.0,,22.0,,16.1,,99.85,,,,,,
453,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-19 21:00,2023,2,19,21:00,4.5,,0.4,,75,,0.0,,26.0,,18.0,,16.1,,99.83,,,,,,
454,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-19 22:00,2023,2,19,22:00,4.8,,0.4,,73,,0.0,,27.0,,21.0,,16.1,,99.79,,,,,,
455,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-19 23:00,2023,2,19,23:00,4.4,,0.4,,75,,0.0,,24.0,,18.0,,16.1,,99.74,,,,,,
456,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-20 00:00,2023,2,20,00:00,4.4,,1.1,,79,,0.0,,21.0,,18.0,,16.1,,99.7,,,,,,
457,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-20 01:00,2023,2,20,01:00,3.9,,1.3,,83,,0.0,,26.0,,9.0,,16.1,,99.63,,,,,,
458,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-20 02:00,2023,2,20,02:00,3.3,,1.0,,85,,0.0,,28.0,,11.0,,16.1,,99.6,,,,,,
459,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-20 03:00,2023,2,20,03:00,2.9,,0.8,,86,,0.0,,28.0,,11.0,,16.1,,99.53,,,,,,
460,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-20 04:00,2023,2,20,04:00,3.6,,1.2,,84,,0.0,,25.0,,13.0,,16.1,,99.5,,,,,,
461,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-20 05:00,2023,2,20,05:00,3.5,,0.7,,82,,0.0,,27.0,,13.0,,16.1,,99.52,,,,,,
462,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-20 06:00,2023,2,20,06:00,4.8,,-0.7,,68,,0.0,,30.0,,24.0,,16.1,,99.58,,,,,,
463,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-20 07:00,2023,2,20,07:00,4.6,,-1.0,,67,,0.0,,30.0,,32.0,,16.1,,99.63,,,,,,
464,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-20 08:00,2023,2,20,08:00,4.2,,-1.0,,69,,0.0,,31.0,,26.0,,16.1,,99.7,,,,,,
465,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-20 09:00,2023,2,20,09:00,4.2,,-2.4,,62,,0.0,,32.0,,32.0,,16.1,,99.78,,,,,,
466,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-20 10:00,2023,2,20,10:00,4.6,,-3.7,,55,,0.0,,33.0,,22.0,,16.1,,99.83,,,,,,
467,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-20 11:00,2023,2,20,11:00,5.4,,-5.0,,47,,0.0,,32.0,,34.0,,16.1,,99.87,,,,,,
468,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-20 12:00,2023,2,20,12:00,5.3,,-6.9,,41,,0.0,,31.0,,39.0,,16.1,,99.86,,,,,,
469,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-20 13:00,2023,2,20,13:00,5.8,,-7.8,,37,,0.0,,30.0,,28.0,,16.1,,99.87,,,,,,
470,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-20 14:00,2023,2,20,14:00,5.8,,-6.5,,41,,0.0,,29.0,,24.0,,16.1,,99.81,,,,,,
471,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-20 15:00,2023,2,20,15:00,5.7,,-6.0,,43,,0.0,,27.0,,21.0,,16.1,,99.78,,,,,,
472,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-20 16:00,2023,2,20,16:00,4.9,,-6.1,,45,,0.0,,29.0,,26.0,,16.1,,99.8,,,,,,
473,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-20 17:00,2023,2,20,17:00,4.1,,-6.8,,45,,0.0,,31.0,,28.0,,16.1,,99.82,,,,,,
474,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-20 18:00,2023,2,20,18:00,3.1,,-6.9,,48,,0.0,,33.0,,18.0,,16.1,,99.83,,,,,,
475,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-20 19:00,2023,2,20,19:00,2.7,,-6.7,,50,,0.0,,33.0,,17.0,,16.1,,99.85,,,,,,
476,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-20 20:00,2023,2,20,20:00,1.8,,-5.4,,59,,0.0,,36.0,,18.0,,16.1,,99.79,,,,,,
477,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-20 21:00,2023,2,20,21:00,0.7,,-5.4,,64,,0.0,,,M,8.0,,16.1,,99.73,,,,,,
478,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-20 22:00,2023,2,20,22:00,-0.5,,-5.9,,67,,0.0,,6.0,,15.0,,16.1,,99.73,,,,-5.0,,
479,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-20 23:00,2023,2,20,23:00,-0.7,,-5.5,,70,,0.0,,7.0,,17.0,,16.1,,99.69,,,,-6.0,,
480,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-21 00:00,2023,2,21,00:00,-0.8,,-5.6,,70,,0.0,,7.0,,15.0,,16.1,,99.64,,,,-5.0,,
481,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-21 01:00,2023,2,21,01:00,-1.1,,-5.4,,73,,0.0,,7.0,,11.0,,16.1,,99.59,,,,-5.0,,
482,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-21 02:00,2023,2,21,02:00,-1.3,,-5.0,,76,,0.0,,7.0,,15.0,,16.1,,99.53,,,,-6.0,,
483,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-21 03:00,2023,2,21,03:00,0.3,,-3.8,,74,,0.0,,8.0,,15.0,,16.1,,99.4,,,,,,
484,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-21 04:00,2023,2,21,04:00,0.6,,-3.7,,73,,0.0,,7.0,,21.0,,16.1,,99.21,,,,,,
485,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-21 05:00,2023,2,21,05:00,0.9,,-4.0,,70,,0.0,,8.0,,24.0,,16.1,,99.17,,,,,,
486,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-21 06:00,2023,2,21,06:00,1.2,,-3.3,,72,,0.0,,7.0,,28.0,,16.1,,98.99,,,,,,
487,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-21 07:00,2023,2,21,07:00,1.6,,-2.4,,75,,0.0,,7.0,,22.0,,16.1,,98.95,,,,,,
488,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-21 08:00,2023,2,21,08:00,1.8,,-2.2,,75,,0.0,,11.0,,15.0,,16.1,,98.88,,,,,,
489,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-21 09:00,2023,2,21,09:00,2.0,,-2.0,,75,,0.0,,11.0,,15.0,,16.1,,98.76,,,,,,
490,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-21 10:00,2023,2,21,10:00,1.4,,-0.9,,85,,0.0,,,M,9.0,,9.7,,98.74,,,,,,Fog
491,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-21 11:00,2023,2,21,11:00,3.2,,0.1,,80,,0.0,,27.0,,13.0,,16.1,,98.73,,,,,,
492,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-21 12:00,2023,2,21,12:00,6.4,,-3.8,,48,,0.0,,28.0,,45.0,,16.1,,98.73,,,,,,
493,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-21 13:00,2023,2,21,13:00,6.6,,-4.6,,45,,0.0,,27.0,,46.0,,16.1,,98.87,,,,,,
494,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-21 14:00,2023,2,21,14:00,4.7,,-7.1,,42,,0.0,,30.0,,41.0,,16.1,,99.07,,,,,,
495,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-21 15:00,2023,2,21,15:00,3.9,,-6.6,,46,,0.0,,27.0,,41.0,,16.1,,99.22,,,,,,
496,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-21 16:00,2023,2,21,16:00,2.8,,-4.6,,59,,0.0,,27.0,,41.0,,16.1,,99.41,,,,,,Rain
